brand,brand_id,ext_price,t_hour,t_minute
importoamalg #2,1002002,4070.4,17,56
scholarunivamalg #8,9015008,4068.9,9,39
importoimporto #1,7011004,4068.52,17,51
scholarmaxi #10,8015010,4068.0,17,3
exportiamalg #1,6002003,4067.59,8,18
univamalgamalg #6,10010006,4067.52,7,9
edu packbrand #1,3004002,4065.52,17,48
univbrand #4,6010004,4063.95,18,27
importoamalgamalg #16,10012016,4062.64,17,35
exportischolar #2,5003002,4061.78,9,45
exportiunivamalg #10,10010002,4060.88,9,21
edu packbrand #8,7004008,4059.9,18,29
maxinameless #3,6007004,4059.44,8,10
edu packimporto #2,2004002,4058.14,9,25
univunivamalg #2,9010002,4056.75,19,5
edu packamalg #2,1004002,4056.0,18,39
namelessnameless #8,8008008,4053.39,7,34
edu packmaxi #2,9004002,4050.6,17,14
exportiimporto #2,2003002,4050.46,7,54
importounivamalg #7,2003001,4046.46,17,49
exportiunivamalg #7,4002001,4046.1,17,49
exportischolar #2,5003002,4045.47,18,2
edu packnameless #8,7014008,4044.04,17,31
exportiamalg #2,1003002,4039.75,18,28
corpmaxi #1,9006001,4038.76,19,13
exportibrand #6,7003006,4037.6,19,20
edu packexporti #1,3004001,4035.0,18,39
namelessnameless #3,1004001,4033.83,9,20
scholarbrand #6,6015006,4028.78,6,54
edu packimporto #1,2004001,4026.4,9,59
edu packimporto #2,2004002,4025.84,17,28
edu packunivamalg #2,9014002,4025.84,9,30
amalgedu pack #2,3002001,4025.0,18,36
amalgmaxi #8,9001008,4024.9,9,36
importoedu pack #2,4002002,4022.84,19,20
scholarnameless #8,7015008,4022.25,19,37
importoamalg #2,1002002,4022.12,19,16
scholarnameless #9,7015009,4018.53,9,48
brandmaxi #1,9007001,4014.0,8,54
edu packamalg #2,1004002,4013.9,9,54
amalgcorp #1,6001001,4013.08,17,30
edu packbrand #6,10011006,4011.29,19,31
edu packamalgamalg #5,10014005,4008.05,9,19
importomaxi #7,4001002,4004.16,6,43
importoexporti #1,2001002,4001.31,17,5
corpcorp #7,6006007,3998.61,19,14
edu packmaxi #2,9004002,3996.45,6,59
namelessnameless #7,8008007,3992.8,8,41
exportiimporto #2,6005007,3991.68,18,39
amalgbrand #4,10016011,3990.57,17,8
importoimporto #1,5001002,3988.8,18,16
importonameless #4,7012004,3988.46,9,58
amalgnameless #5,2003002,3988.0,8,46
amalgscholar #2,5001002,3985.44,19,7
amalgunivamalg #10,10001010,3985.15,9,18
edu packedu pack #2,4002001,3985.13,9,33
amalgnameless #7,10001004,3984.64,18,37
scholaramalgamalg #6,10015006,3984.53,9,21
exportibrand #7,6013007,3982.77,8,17
edu packexporti #2,3004002,3980.76,18,51
exportimaxi #1,6005007,3979.23,17,0
maxibrand #1,7009001,3978.7,18,58
brandbrand #10,7007010,3973.41,19,45
importoedu pack #1,5002001,3970.39,18,28
amalgexporti #2,3001002,3968.7,19,6
scholarbrand #8,7005008,3967.78,9,46
amalgexporti #1,3002001,3966.76,17,30
importoamalg #1,1002001,3966.14,9,2
corpunivamalg #6,10006006,3963.84,17,20
scholarnameless #10,7015010,3960.0,9,29
scholarunivamalg #10,8016001,3959.28,18,52
exportiedu pack #2,4003002,3958.08,17,37
importounivamalg #16,10002016,3957.4,18,54
exportiimporto #2,10012010,3955.14,9,44
exportiunivamalg #17,10003017,3954.6,9,12
exportiexporti #2,1001001,3953.67,18,55
importoamalg #1,10012003,3952.26,9,26
edu packedu pack #2,4004002,3951.95,17,57
exportiamalg #2,1003002,3951.18,6,41
importonameless #5,9015005,3949.95,18,49
exportiimporto #2,2003002,3947.58,6,45
amalgedu pack #2,4001002,3946.76,17,40
corpbrand #3,4001002,3945.33,9,8
univmaxi #5,1003001,3945.18,8,9
univbrand #2,6010002,3940.5,18,6
importoamalg #2,5003001,3939.6,8,51
importoedu pack #2,4002002,3938.75,17,36
univbrand #8,6010008,3937.68,9,17
exportibrand #2,6013002,3937.2,9,56
brandmaxi #2,9007002,3935.43,17,21
amalgnameless #8,9007009,3934.0,9,11
exportiimporto #2,2003002,3933.9,19,46
corpmaxi #2,8016002,3932.94,17,27
edu packimporto #2,2004002,3930.65,17,56
importoscholar #2,8010007,3930.26,17,43
corpmaxi #1,9006001,3930.15,18,37
exportiamalg #1,1003001,3929.85,9,17
brandcorp #2,6007002,3929.0,19,57
edu packnameless #3,5004002,3928.32,8,26
exportiimporto #2,2003002,3927.84,9,50
scholarbrand #8,7005008,3926.56,19,13
importoedu pack #2,4002002,3923.8,18,12
importoimporto #2,2002002,3918.33,18,29
exportiimporto #1,2003001,3916.8,17,15
amalgunivamalg #2,9011002,3916.0,17,10
importoimporto #2,2002002,3915.52,18,44
importoscholar #2,5002002,3915.47,17,51
importobrand #5,7001003,3914.37,9,1
amalgexporti #2,3001002,3913.26,17,15
maxibrand #4,7009004,3912.68,19,18
importoscholar #2,8010007,3910.08,17,2
edu packbrand #8,4001001,3909.12,18,24
importoimporto #2,2002002,3907.68,9,40
amalgbrand #8,7001008,3907.0,18,11
scholarunivamalg #8,10005008,3903.57,9,3
scholarbrand #10,7005010,3903.36,8,50
scholarcorp #6,8009005,3900.26,18,47
amalgnameless #2,3001001,3897.52,17,27
corpunivamalg #6,10006006,3897.2,7,13
edu packmaxi #2,9004002,3896.43,6,25
scholarunivamalg #10,9015010,3895.28,7,14
edu packedu pack #1,4004001,3894.24,9,3
exportimaxi #1,6005007,3894.08,18,50
importounivamalg #8,9012008,3893.48,17,34
edu packexporti #1,3004001,3892.91,9,43
namelessbrand #2,10006008,3891.63,6,19
namelessmaxi #1,6003007,3891.51,9,59
edu packamalg #1,8005002,3888.3,8,48
univnameless #4,7010004,3885.84,9,51
edu packmaxi #7,9004007,3884.6,17,4
importoscholar #1,4004002,3881.95,18,48
edu packscholar #2,5004002,3881.68,9,35
edu packexporti #2,3004002,3878.72,17,48
corpunivamalg #7,9016007,3876.25,8,11
maxibrand #1,7009001,3875.04,19,58
edu packunivamalg #15,4003001,3869.04,19,2
importoamalg #2,5003001,3868.52,19,22
edu packexporti #1,9013012,3866.08,19,40
brandcorp #8,6007008,3863.74,18,36
importomaxi #4,9002004,3863.34,17,35
amalgexporti #2,7004001,3863.09,17,25
importoscholar #2,10001014,3861.93,9,48
exportiamalgamalg #6,10013006,3859.85,17,54
exportiexporti #2,3003002,3859.0,19,30
scholarmaxi #7,9005007,3858.9,18,22
namelessnameless #8,8008008,3854.15,19,15
edu packimporto #1,9008012,3853.44,18,43
exportiedu pack #2,5001001,3851.54,7,19
amalgedu pack #2,6015003,3850.55,17,4
univnameless #5,6010008,3850.35,17,5
amalgamalg #1,3003002,3849.6,9,25
univamalgamalg #6,3003001,3849.12,18,51
edu packnameless #8,7014008,3844.88,18,5
exporticorp #6,6003006,3843.69,9,45
exportiedu pack #2,4003002,3843.0,8,54
importoedu pack #2,4002002,3842.94,8,43
amalgunivamalg #10,10011003,3836.56,17,41
exportiamalg #1,1003001,3833.94,18,19
edu packamalg #1,8005002,3829.44,9,30
edu packamalg #2,1004002,3829.32,18,30
importoedu pack #2,4002002,3829.23,18,33
exportiexporti #2,3003002,3826.92,18,11
amalgunivamalg #13,10001013,3825.09,18,49
scholarbrand #5,7005005,3824.71,17,48
edu packnameless #4,7014004,3823.56,17,2
amalgedu pack #2,4001002,3822.98,9,2
corpmaxi #7,9006007,3820.6,17,8
importoimporto #2,2002002,3818.43,6,11
edu packexporti #2,1004001,3815.35,17,35
edu packexporti #1,4003002,3813.6,17,41
edu packamalg #2,1004002,3813.07,8,30
importoedu pack #1,1002002,3812.2,18,46
importoimporto #2,2002002,3810.24,7,8
edu packmaxi #1,4001002,3809.43,7,7
importoscholar #1,5002001,3807.86,9,19
namelessmaxi #1,6003007,3806.4,17,12
edu packmaxi #9,1003002,3805.2,19,10
importoamalg #1,1002001,3803.74,18,3
corpbrand #5,6016005,3803.52,19,38
corpmaxi #2,9006002,3802.59,17,46
importobrand #6,6012006,3801.6,17,0
importoscholar #1,5002001,3800.91,7,9
importoamalg #2,1002002,3798.06,17,15
edu packbrand #8,7004008,3796.94,6,45
edu packexporti #1,3004001,3795.07,9,20
maxibrand #8,7009008,3795.0,9,31
univmaxi #5,1003001,3794.4,17,57
exportischolar #2,7013005,3792.51,17,19
importoimporto #2,3001001,3791.02,17,1
univunivamalg #4,1003001,3790.08,8,28
edu packimporto #1,9008012,3790.08,17,27
brandmaxi #8,9007008,3784.86,17,34
amalgimporto #2,2001002,3783.63,9,38
amalgmaxi #8,9001008,3782.0,18,47
amalgimporto #2,2001002,3781.4,7,1
importomaxi #8,9002008,3781.0,17,36
importocorp #5,6002005,3780.2,9,15
exportiexporti #2,3003002,3779.74,9,24
amalgbrand #4,7001004,3779.15,19,54
corpbrand #5,6016005,3778.81,9,49
importoimporto #1,7011004,3778.56,19,43
amalgmaxi #7,2003001,3777.6,17,34
importounivamalg #15,10002015,3776.78,9,8
scholarnameless #6,7015006,3776.24,17,26
importounivamalg #13,3003001,3775.68,6,43
importoscholar #1,8007006,3775.04,9,56
exportinameless #4,3003001,3773.76,17,32
amalgexporti #1,7012005,3772.85,18,59
exportiamalg #1,4003001,3772.64,17,55
scholarnameless #10,7015010,3771.75,7,15
exportinameless #10,8003010,3771.0,17,4
maximaxi #4,8003003,3769.38,7,1
amalgscholar #2,5001002,3769.29,17,18
exportiexporti #2,3003002,3767.4,8,28
edu packcorp #2,6004002,3765.33,18,53
scholarbrand #6,6015006,3765.3,18,49
edu packamalg #2,1004002,3761.1,18,19
edu packmaxi #7,9004007,3758.2,18,6
scholarbrand #5,1003001,3756.0,17,9
exportiamalg #2,2004001,3755.75,17,7
corpmaxi #6,8016006,3751.93,9,38
corpmaxi #7,5002002,3749.2,18,0
maximaxi #1,9009001,3747.0,6,58
corpunivamalg #7,9016007,3746.82,19,57
univnameless #5,6010008,3745.76,18,28
importoscholar #2,5002002,3744.96,8,31
edu packexporti #2,3004002,3742.2,18,35
exportinameless #8,8003008,3738.6,17,43
importoimporto #1,2002001,3737.36,18,23
edu packmaxi #2,9004002,3733.54,17,39
importoscholar #2,5002002,3731.76,19,35
amalgedu pack #1,1001001,3729.22,19,28
scholaramalgamalg #12,10015012,3727.62,19,0
edu packimporto #1,3002001,3726.66,18,35
edu packmaxi #2,9004002,3723.85,17,4
exportischolar #2,5003002,3720.54,19,9
edu packamalg #2,1004002,3720.33,19,59
importoexporti #2,3002002,3720.08,19,31
exportischolar #2,5003002,3718.44,19,1
importonameless #5,9015005,3718.0,18,35
exportiexporti #2,6006001,3717.35,8,15
amalgbrand #2,2001001,3716.72,19,35
edu packamalg #1,8010001,3711.6,19,55
amalgexporti #2,3001002,3709.99,18,37
amalgamalgamalg #11,7005006,3707.76,18,17
edu packbrand #6,7004006,3707.47,9,23
edu packscholar #2,9013009,3706.21,18,48
importonameless #3,7012003,3704.4,17,55
edu packcorp #6,10012005,3704.0,6,57
scholarbrand #6,6015006,3701.61,9,53
edu packscholar #2,9015009,3701.48,8,16
amalgnameless #8,7006007,3698.61,17,59
scholarbrand #7,7005007,3696.68,9,49
amalgedu pack #2,6015003,3696.65,17,22
edu packimporto #2,1004001,3694.41,17,29
exportiamalg #1,1003001,3693.5,18,20
importoexporti #2,3002002,3691.86,17,49
amalgexporti #1,7012005,3691.17,6,8
univbrand #5,8003002,3688.86,18,21
edu packexporti #2,3004002,3686.91,19,20
brandmaxi #2,9007002,3685.1,19,15
edu packimporto #2,2004002,3684.48,7,19
maxinameless #1,8012009,3683.79,9,39
exportiamalg #1,6002003,3681.26,9,7
importoscholar #1,5002001,3680.8,17,27
exportiimporto #1,7016009,3675.42,19,15
edu packscholar #2,9015009,3674.75,6,9
amalgimporto #1,2001001,3674.4,9,12
scholarnameless #6,8005006,3672.83,6,52
maxicorp #5,6009005,3669.6,17,1
corpmaxi #6,8016006,3669.0,17,7
importoexporti #1,2003002,3668.25,19,41
edu packbrand #8,7004008,3666.1,9,31
importoamalg #1,10012003,3663.8,18,16
amalgamalg #2,1001002,3663.52,9,29
univunivamalg #10,9010010,3663.44,7,26
amalgunivamalg #8,9011008,3662.79,9,39
edu packbrand #7,6014007,3661.35,19,8
corpmaxi #1,9006001,3661.26,17,48
maximaxi #2,9009002,3661.2,18,15
scholarunivamalg #1,9015001,3660.76,9,56
edu packbrand #2,4003001,3657.69,6,43
exportiamalg #2,4004001,3655.83,17,40
amalgexporti #2,3001002,3650.09,19,5
scholarmaxi #8,9005008,3650.01,8,28
corpbrand #10,1001001,3649.05,9,2
importoedu pack #2,2004001,3647.05,9,19
exportiexporti #2,3003002,3647.04,17,23
edu packamalg #1,5004001,3646.86,9,30
exportiexporti #2,3003002,3643.43,17,2
scholarnameless #6,8005006,3642.0,9,5
importoscholar #1,4004002,3641.88,17,4
amalgbrand #2,2001001,3641.4,9,33
brandbrand #6,7007006,3640.26,18,43
importounivamalg #7,2003001,3639.96,9,41
amalgmaxi #7,10010010,3637.76,19,31
edu packamalg #2,1004002,3637.62,19,6
amalgexporti #1,3001001,3637.55,6,57
maximaxi #2,9009002,3636.3,18,11
exportischolar #2,5003002,3634.63,18,37
importoedu pack #2,4002002,3634.6,19,48
importoimporto #2,10004012,3633.41,19,0
edu packbrand #10,7004010,3633.08,18,9
scholarnameless #1,7006009,3632.64,19,37
brandunivamalg #11,10007011,3632.0,7,33
importoimporto #1,2002001,3630.51,8,50
corpbrand #3,6016003,3626.72,9,49
importocorp #8,9001003,3625.6,7,24
importoexporti #2,10012004,3623.84,9,28
maxinameless #6,8013005,3623.76,7,18
edu packmaxi #4,8014004,3623.06,18,34
exportiamalg #2,1003002,3621.2,7,35
edu packimporto #1,2004001,3619.35,19,46
namelessmaxi #4,9008004,3619.2,19,38
exportischolar #2,5003002,3618.75,17,13
importoscholar #2,5002002,3616.61,9,45
amalgnameless #10,8001010,3616.46,18,6
amalgamalg #2,1001002,3616.32,19,1
brandbrand #6,7016005,3614.0,9,12
edu packedu pack #2,4002001,3613.54,9,30
edu packscholar #1,5004001,3613.28,17,21
exportiimporto #1,2003001,3612.4,7,45
brandcorp #8,5003001,3611.96,19,48
edu packbrand #8,4001001,3607.47,7,39
exportiamalg #2,1003002,3606.55,9,50
corpunivamalg #7,9016007,3605.4,19,49
maxinameless #3,6007004,3603.47,17,51
edu packbrand #2,6014002,3603.25,18,43
edu packimporto #1,2004001,3601.92,6,35
amalgexporti #2,3001002,3601.86,17,11
edu packexporti #2,3004002,3599.1,18,26
edu packexporti #1,3004001,3596.04,7,50
edu packscholar #2,5004002,3590.93,6,36
amalgedu pack #2,4001002,3590.48,17,9
exportischolar #2,5003002,3590.48,18,42
amalgimporto #1,8015010,3590.4,17,51
exportiamalg #1,6012001,3589.8,19,20
corpmaxi #2,8016002,3589.04,7,45
edu packscholar #2,5004002,3589.0,6,31
amalgimporto #1,3004002,3588.53,18,21
exportibrand #4,7003004,3586.8,19,9
amalgimporto #1,2001001,3584.0,9,29
importounivamalg #13,3003001,3582.81,8,12
amalgamalg #2,1001002,3581.6,9,18
scholarcorp #5,3001001,3581.16,9,29
corpunivamalg #10,8013005,3580.53,19,13
namelessmaxi #1,6003007,3579.39,17,28
amalgamalg #2,1001002,3579.0,18,51
edu packamalg #2,1004002,3578.85,18,16
scholarbrand #7,10012001,3577.98,9,13
importobrand #7,1004001,3577.05,17,40
importoamalg #2,1001001,3576.97,8,28
exportischolar #2,5003002,3575.8,9,38
corpunivamalg #11,10006011,3575.42,18,3
amalgexporti #2,4002001,3574.92,18,55
edu packamalg #1,1002001,3572.4,18,5
edu packimporto #2,2004002,3569.66,9,26
edu packscholar #1,5004001,3569.28,19,50
scholarbrand #8,7005008,3565.75,17,34
scholarbrand #7,7005007,3565.31,17,50
scholaramalgamalg #12,10015012,3563.01,18,37
edu packedu pack #1,4004001,3562.24,9,29
edu packamalg #2,1004002,3561.04,9,59
importoamalg #1,1002001,3560.65,17,55
maxibrand #10,7009010,3559.48,18,35
amalgbrand #4,10016011,3559.48,17,48
corpunivamalg #7,9016007,3558.18,9,51
edu packscholar #1,6015003,3557.4,19,5
edu packedu pack #2,3004001,3555.34,9,9
scholarnameless #9,7015009,3555.09,17,28
scholarunivamalg #10,10005010,3554.28,19,13
importoimporto #2,2002002,3554.01,9,6
importoscholar #1,5002001,3552.0,7,10
scholarnameless #8,7015008,3550.53,8,37
scholarunivamalg #7,3002001,3548.34,19,19
exportibrand #7,6013007,3544.6,19,13
amalgscholar #1,5001001,3542.92,19,34
importoamalg #1,2003001,3542.39,17,14
importoexporti #2,10016001,3541.44,8,45
importoimporto #1,7011004,3540.5,17,28
edu packscholar #2,5004002,3539.94,9,38
scholarbrand #1,7005001,3539.2,9,27
amalgscholar #2,6012001,3538.15,17,53
importoamalg #2,1002002,3534.03,8,48
amalgmaxi #10,9001010,3532.6,19,36
importoexporti #1,2002001,3532.2,8,1
amalgunivamalg #8,9011008,3528.11,17,40
scholarunivamalg #10,9015010,3526.08,17,42
amalgscholar #2,5001002,3526.0,18,45
scholarnameless #6,7015006,3524.08,8,38
exportiamalgamalg #1,8002005,3523.71,17,26
edu packunivamalg #2,9014002,3523.26,17,9
amalgimporto #2,3002001,3522.06,18,3
univbrand #5,8003002,3519.6,9,17
edu packscholar #1,6015003,3518.76,17,26
importoedu pack #1,9002005,3517.02,8,48
scholarnameless #1,8005001,3515.34,17,51
importomaxi #2,9002002,3514.71,9,7
corpcorp #7,6006007,3514.17,8,11
univbrand #2,6010002,3512.56,7,28
scholarbrand #2,6015002,3508.0,19,9
corpmaxi #7,9006007,3505.92,18,22
scholarbrand #5,7005005,3505.26,9,31
edu packedu pack #1,4004001,3505.23,17,27
importoamalg #1,7007002,3502.4,8,54
corpcorp #6,3002001,3501.52,9,7
edu packimporto #2,2004002,3501.4,18,34
edu packexporti #2,1004001,3501.06,19,51
maxibrand #10,7009010,3500.37,17,9
exportiamalgamalg #9,10013009,3498.39,8,46
edu packcorp #4,6004004,3497.98,8,52
exportiedu pack #2,4003002,3497.92,8,43
amalgamalg #2,6001003,3497.19,17,10
importoscholar #2,1004001,3494.48,7,30
importounivamalg #2,9012002,3494.45,18,34
exportiedu pack #1,1004001,3494.4,9,48
maxibrand #9,7009009,3494.01,8,59
edu packamalgamalg #13,10014013,3493.38,18,53
importoamalg #1,1002001,3491.07,18,4
univnameless #3,7010003,3490.92,6,23
edu packexporti #2,1001001,3489.88,6,36
exportiexporti #2,2001001,3485.24,18,28
corpunivamalg #11,10006011,3482.57,17,0
amalgimporto #2,2001002,3482.46,9,5
amalgexporti #1,3001001,3482.1,9,57
scholarunivamalg #1,9015001,3481.6,7,56
scholarnameless #9,7015009,3480.0,18,31
brandbrand #6,7007006,3478.4,19,15
exportiimporto #2,2003002,3474.75,19,32
amalgcorp #5,6001005,3474.38,9,4
exportischolar #2,5003002,3470.85,17,43
scholarmaxi #8,9005008,3469.67,7,20
namelessmaxi #4,9008004,3468.33,18,58
edu packunivamalg #11,4003001,3466.98,18,28
corpmaxi #8,8016008,3463.98,19,51
exportiexporti #1,3004001,3463.59,8,45
edu packimporto #1,2004001,3463.02,17,36
edu packbrand #8,7004008,3462.72,6,56
importounivamalg #15,10002015,3462.34,9,42
amalgedu pack #2,4001002,3461.75,18,40
amalgamalg #1,5001002,3461.22,17,58
amalgcorp #8,6001008,3460.45,9,33
maxinameless #9,8009009,3460.35,17,50
importonameless #3,7012003,3460.2,19,23
amalgscholar #1,5001001,3458.26,18,28
corpbrand #10,1001001,3456.78,19,24
namelessmaxi #1,6003007,3456.6,7,4
corpamalgamalg #6,10016006,3455.57,19,33
exportiimporto #2,2003002,3454.0,17,59
namelessnameless #8,8008008,3451.68,9,35
amalgedu pack #2,7011005,3451.38,19,26
amalgmaxi #4,4004001,3451.18,17,54
amalgexporti #2,3001002,3450.15,9,15
importoexporti #2,3002002,3449.94,18,57
importoedu pack #2,4002002,3444.35,18,29
importounivamalg #7,2003001,3443.52,17,53
brandbrand #4,4003001,3443.52,18,50
exportiamalg #1,1003001,3442.59,9,30
amalgedu pack #2,4001002,3435.25,17,7
edu packimporto #2,2004002,3434.77,8,30
exportiedu pack #2,4003002,3434.0,17,35
edu packbrand #1,3004002,3433.44,19,35
importoimporto #2,10004012,3433.43,7,24
importobrand #5,10004005,3428.81,18,31
edu packedu pack #1,4004002,3423.8,9,39
scholarunivamalg #1,9015001,3420.56,8,41
edu packmaxi #5,3003001,3419.1,8,24
namelessmaxi #4,9008004,3417.04,17,34
importoexporti #2,3002002,3415.89,19,36
importoscholar #2,8010007,3415.3,18,39
corpmaxi #8,4002001,3414.72,9,21
edu packexporti #1,3004001,3413.5,18,27
edu packscholar #1,5004001,3412.8,8,23
exportiamalg #2,1003002,3411.84,19,59
univamalgamalg #11,10010011,3410.56,19,28
exportiimporto #2,2003002,3409.45,9,44
exportiamalg #2,8009007,3404.92,17,59
namelessnameless #5,7004003,3404.42,8,29
edu packamalg #1,1004001,3398.45,17,38
exportiamalg #1,1003001,3398.25,9,28
amalgunivamalg #2,10001002,3396.69,19,10
importounivamalg #7,6002006,3396.24,17,12
amalgexporti #2,3001002,3395.9,17,58
brandunivamalg #15,10007015,3393.04,17,57
edu packmaxi #4,8014004,3391.92,17,22
importoimporto #2,3001001,3391.84,17,45
maxibrand #8,7009008,3391.78,19,4
importoexporti #1,2002001,3391.16,19,38
namelessbrand #8,7008008,3389.26,9,18
exportiamalg #2,1003002,3386.0,19,26
importoamalg #2,1002002,3385.11,19,27
amalgedu pack #1,1001001,3383.32,19,12
exportiexporti #2,6006001,3383.06,17,23
corpmaxi #2,9006002,3382.96,8,27
edu packscholar #1,6015003,3382.08,19,43
amalgexporti #2,3001002,3379.96,19,42
edu packexporti #1,8014008,3377.55,9,15
edu packbrand #8,7004008,3376.8,17,23
scholarunivamalg #1,5003002,3376.25,18,1
edu packbrand #2,6014002,3374.1,19,36
exportiedu pack #2,4003002,3373.92,17,41
maxicorp #8,6009008,3372.18,17,11
exportibrand #7,3001001,3371.95,17,42
importounivamalg #7,6002006,3371.2,9,31
edu packnameless #7,10003007,3369.12,7,21
scholarnameless #2,3001001,3366.85,18,4
corpbrand #3,3004002,3364.5,19,47
amalgimporto #2,2001002,3363.68,8,45
exportiunivamalg #17,10003017,3362.93,19,19
amalgimporto #2,2001002,3362.26,17,46
brandmaxi #8,9007008,3360.3,9,25
exportiexporti #2,3003002,3358.5,18,1
amalgamalg #1,1001001,3358.35,19,10
univamalgamalg #6,3003001,3356.92,19,41
exportischolar #2,5003002,3355.8,18,29
importoedu pack #2,4002002,3354.0,17,51
brandbrand #6,7016005,3348.51,18,14
exportimaxi #10,8013010,3347.5,19,25
corpbrand #3,6016003,3345.6,17,7
scholarunivamalg #10,10005010,3344.64,19,57
edu packimporto #2,2004002,3344.0,18,10
scholarnameless #10,7015010,3342.8,19,19
edu packbrand #6,10011006,3340.8,9,17
amalgamalgamalg #11,7005006,3339.9,6,52
scholarunivamalg #7,3002001,3338.46,18,7
scholarbrand #7,7005007,3338.3,19,35
exportibrand #6,6013006,3338.19,18,12
exportischolar #2,7013005,3336.25,9,0
exportiedu pack #2,4003002,3335.97,7,50
importoedu pack #2,4002002,3333.96,9,57
importoedu pack #1,1002002,3333.3,7,2
corpbrand #1,8013010,3332.49,17,42
exportiamalg #1,1003001,3331.46,6,26
scholarmaxi #10,8015010,3330.72,9,9
exportiedu pack #1,2004002,3329.28,17,30
importoscholar #2,5002002,3328.78,6,27
exportiedu pack #2,4003002,3328.64,17,31
amalgunivamalg #8,9011008,3323.19,18,45
corpmaxi #1,9006001,3319.92,17,20
importoedu pack #2,4002002,3319.64,19,42
edu packmaxi #10,8014010,3315.52,19,55
edu packexporti #2,1004001,3315.06,17,28
scholarbrand #10,7005010,3314.44,8,14
exportiamalgamalg #6,10013006,3312.72,18,9
importoscholar #2,6002007,3312.4,19,45
namelessnameless #2,8008002,3311.28,17,35
exportiamalg #2,1003002,3310.91,18,0
scholarnameless #2,3001001,3309.52,17,59
amalgcorp #5,6001005,3308.0,17,28
amalgedu pack #2,4001002,3307.44,8,46
brandnameless #2,8007002,3307.2,8,2
exportiamalg #2,4004001,3306.81,19,12
importoscholar #1,5002001,3306.6,19,39
edu packnameless #7,10013016,3305.84,18,9
exportimaxi #10,8013010,3304.34,8,2
importoamalg #1,1002001,3301.44,17,5
edu packunivamalg #4,9014004,3292.8,17,47
edu packnameless #7,10003007,3291.6,9,41
importoedu pack #2,4002002,3291.52,19,14
univnameless #4,7010004,3289.44,18,11
importomaxi #4,9002004,3288.6,18,51
importoscholar #2,5002002,3286.92,18,29
scholarcorp #6,8009005,3286.24,8,52
exportiimporto #2,2003002,3283.98,19,20
scholarunivamalg #1,9015001,3282.63,19,30
amalgbrand #8,7001008,3280.64,18,5
scholarnameless #2,8005002,3278.98,19,20
exportiedu pack #2,4003002,3278.61,17,8
edu packamalg #1,1004001,3277.88,18,16
univnameless #10,9011003,3276.12,19,9
importoedu pack #1,5002001,3276.08,17,54
namelessmaxi #2,9008002,3275.94,19,57
edu packamalg #2,1004002,3275.25,18,42
scholarunivamalg #1,5003002,3275.25,9,18
importoamalg #2,1002002,3273.91,9,53
exportischolar #2,5003002,3270.8,9,29
importoedu pack #2,5001001,3267.0,9,28
edu packimporto #2,2004002,3266.64,18,26
maxinameless #10,8009010,3262.84,9,57
scholarcorp #4,10009005,3262.6,6,49
scholarbrand #7,7005007,3261.06,17,24
amalgexporti #1,10001005,3261.05,18,21
scholaramalgamalg #12,10015012,3260.8,17,31
importoedu pack #2,4002002,3259.33,19,40
importoedu pack #2,9008009,3258.87,17,50
exportiimporto #2,6005007,3258.18,18,38
edu packmaxi #10,3003001,3257.55,18,41
exportiamalg #1,1003001,3256.55,18,35
amalgexporti #2,5003001,3256.32,19,26
amalgscholar #2,5001002,3256.24,6,16
scholarnameless #2,8005002,3256.2,17,44
exportiexporti #2,3003002,3251.84,7,45
edu packscholar #2,9015009,3249.94,19,18
exportibrand #5,8016009,3246.87,17,9
corpmaxi #2,9006002,3244.84,19,31
exportinameless #8,8003008,3244.38,19,22
importonameless #1,7007009,3244.23,17,21
amalgunivamalg #7,8014009,3242.2,19,46
exportibrand #6,6013006,3238.0,18,5
importoscholar #1,5002001,3235.47,18,43
exportibrand #8,6013008,3235.44,9,15
importocorp #5,6002005,3234.33,18,44
importoedu pack #2,9008009,3234.14,9,54
corpmaxi #8,8016008,3234.0,8,7
namelessnameless #7,8008007,3232.65,19,55
exportibrand #2,6013002,3232.32,18,54
scholarunivamalg #2,9015002,3231.9,17,41
corpamalgamalg #12,10016012,3231.36,7,20
amalgexporti #1,3001001,3230.64,19,39
exportischolar #2,5003002,3230.22,8,39
exportischolar #2,5003002,3226.5,6,21
amalgimporto #2,1003001,3225.3,17,27
edu packbrand #6,7004006,3224.55,17,22
amalgmaxi #8,9001008,3222.45,7,46
exportiimporto #1,2002002,3220.8,17,12
edu packmaxi #1,4001002,3220.4,19,39
brandunivamalg #11,10007011,3218.16,19,40
importoexporti #2,3002002,3216.88,19,13
edu packexporti #2,1001001,3216.75,18,27
amalgcorp #5,6001005,3213.46,18,28
scholarnameless #10,8005010,3213.0,18,25
amalgamalg #2,1001002,3210.45,9,57
corpnameless #2,7016002,3208.8,17,8
importoscholar #1,5002001,3208.66,9,0
edu packbrand #6,7004006,3207.36,9,36
importoexporti #2,3002002,3205.8,19,57
amalgamalg #2,6001003,3204.3,17,8
importoedu pack #2,9008009,3203.97,17,48
edu packscholar #2,5004002,3203.52,18,5
importoamalg #2,5003001,3202.92,8,59
amalgexporti #2,3001002,3202.56,9,24
importocorp #8,9001003,3201.1,9,5
namelessnameless #7,8008007,3199.7,19,45
exportibrand #6,6013006,3196.55,18,57
importoedu pack #2,4002002,3196.41,19,22
