b_city,b_street_name,b_street_number,b_zip,c_city,c_street_name,c_street_number,c_zip,cnt,cnt2,cs1_year,cs2_year,product_name,s11,s12,s21,s22,s31,s32,store_name,store_zip
Fairfield,,104,96192,Maple Grove,Cherry ,449,68252,1,1,2000,2001,ationn stbaroughtbarable,72.62,23.21,87.14,33.42,0.0,0.0,anti,79431
Belfast,Cedar 13th,563,80125,Oak Ridge,Laurel ,313,88371,1,1,2000,2001,ationn stbaroughtbarable,50.93,62.09,100.84,93.13,0.0,0.0,bar,58828
Belfast,Cedar 13th,563,80125,Oak Ridge,Laurel ,313,88371,1,1,2000,2001,ationn stbaroughtbarable,50.93,75.18,100.84,148.1,0.0,219.03,bar,58828
Red Hill,Lincoln ,860,24338,White Oak,Railroad Forest,314,86668,1,1,2000,2001,ationn stbaroughtbarable,11.48,61.55,19.86,96.63,0.0,0.0,cally,32477
Red Hill,Lincoln ,860,24338,White Oak,Railroad Forest,314,86668,1,1,2000,2001,ationn stbaroughtbarable,11.48,67.83,19.86,95.64,0.0,0.0,cally,32477
Clifton,4th ,730,48014,Harmony,South College,66,06404,1,1,2000,2001,ationn stbaroughtbarable,42.77,16.44,55.17,23.83,0.0,858.01,cally,68721
Deerfield,Maple ,529,29840,Altamont,Lake West,460,79387,1,1,2000,2001,ationn stbaroughtbarable,48.35,58.88,76.39,70.06,0.0,0.0,cally,38721
Deerfield,Park Cherry,722,79840,Andover,Highland ,518,71639,1,1,2000,2001,ationn stbaroughtbarable,80.28,56.19,133.26,66.3,0.0,0.0,cally,23451
Oakdale,Poplar ,604,29584,Farmington,Center ,,,1,1,2000,2001,ationn stbaroughtbarable,96.91,98.54,174.43,153.72,16083.74,0.0,ese,75709
Newport,Wilson Poplar,374,71521,Richville,Mill Maple,185,75945,1,1,2000,2001,ationn stbaroughtbarable,28.27,53.3,38.16,69.82,0.0,0.0,pri,35709
Spring Valley,1st ,712,56060,Riverside,Spring ,562,49231,1,1,2000,2001,ationoughtantiablecallyought,20.44,27.58,33.52,38.61,0.0,386.3,able,72812
Spring Valley,1st ,712,56060,Riverside,Spring ,562,49231,1,1,2000,2001,ationoughtantiablecallyought,20.44,59.56,33.52,77.42,0.0,0.0,able,72812
Greenville,View ,790,21387,Jamestown,4th ,568,86867,1,1,2000,2001,ationoughtantiablecallyought,25.75,66.16,26.78,118.42,0.0,384.75,able,51904
Arlington,Park College,190,56557,Woodland,Sixth ,203,34854,1,1,2000,2001,ationoughtantiablecallyought,35.27,54.0,57.13,102.6,0.0,0.0,able,35281
Mount Zion,Sycamore ,242,48054,,View Washington,192,,1,1,2000,2001,ationoughtantiablecallyought,43.2,54.0,49.68,102.6,2985.83,0.0,able,35281
Enterprise,Pine Highland,150,71757,Jackson,1st 7th,742,79583,1,1,2000,2001,ationoughtantiablecallyought,45.62,54.0,57.02,102.6,0.0,0.0,able,35281
Highland,Lincoln Green,70,59454,Centerville,View View,26,50059,1,1,2000,2001,ationoughtantiablecallyought,79.59,69.95,114.6,132.2,0.0,0.0,able,65281
Highland Park,Sycamore Main,640,36534,Shiloh,Washington ,800,79275,1,1,2000,2001,ationoughtantiablecallyought,95.55,23.83,138.54,39.79,0.0,112.91,anti,59431
Bridgeport,1st ,489,25817,Kingston,Park Washington,326,74975,1,1,2000,2001,ationoughtantiablecallyought,55.98,80.65,64.93,103.23,0.0,0.0,ation,39843
Newtown,Meadow 5th,231,02349,Deerfield,Maple ,752,19840,1,1,2000,2001,ationoughtantiablecallyought,77.42,80.65,150.19,103.23,5828.18,0.0,ation,39843
Riverdale,6th Ash,658,39391,Mountain View,Chestnut ,698,54466,1,1,2000,2001,ationoughtantiablecallyought,98.27,15.17,116.94,15.77,0.0,0.0,ation,39431
Antioch,Chestnut ,823,58605,Plainview,Cherry Cedar,99,73683,1,1,2000,2001,ationoughtantiablecallyought,28.95,44.27,45.74,88.09,0.0,0.0,cally,68048
Brownsville,Dogwood ,697,39310,Walnut Grove,Main Main,898,97752,1,1,2000,2001,ationoughtantiablecallyought,37.18,41.12,60.23,45.64,1717.69,0.0,eing,29231
Spring Hill,Sycamore ,140,46787,Providence,Davis ,810,86614,1,1,2000,2001,ationoughtantiablecallyought,50.83,41.12,86.41,45.64,0.0,0.0,eing,29231
Enterprise,13th 12th,421,81757,Tracy,Smith ,744,56340,1,1,2000,2001,ationoughtantiablecallyought,8.77,50.8,14.47,78.23,252.59,897.9,ese,33604
Jenkins,4th Hickory,43,47292,Mountain View,Smith View,752,64466,1,1,2000,2001,ationoughtantiablecallyought,11.86,56.38,18.85,82.87,0.0,0.0,ese,40059
Five Points,3rd Oak,571,66098,Riverview,College Forest,999,79003,1,1,2000,2001,ationoughtantiablecallyought,69.79,42.82,120.03,57.37,0.0,0.0,n st,48370
Glenwood,Third 10th,535,23511,Spring Hill,Sixth Washington,75,56787,1,1,2000,2001,ationoughtbaroughtbarought,12.57,46.61,13.82,80.63,0.0,0.0,able,70059
Glenwood,Third 10th,535,23511,Spring Hill,Sixth Washington,75,56787,1,1,2000,2001,ationoughtbaroughtbarought,12.57,74.23,13.82,95.01,0.0,0.0,able,70059
Glenwood,Third 10th,535,23511,Spring Hill,Sixth Washington,75,56787,1,1,2000,2001,ationoughtbaroughtbarought,12.57,93.42,13.82,186.84,0.0,0.0,able,70059
Springfield,Locust ,678,49303,Clinton,Sixth ,891,58222,1,1,2000,2001,ationoughtbaroughtbarought,18.2,16.14,23.66,25.66,0.0,107.25,able,31933
Springfield,Locust ,678,49303,Clinton,Sixth ,891,58222,1,1,2000,2001,ationoughtbaroughtbarought,18.2,30.67,23.66,35.27,0.0,0.0,able,31933
Friendship,12th Mill,76,54536,Union Hill,Oak ,829,87746,1,1,2000,2001,ationoughtbaroughtbarought,40.24,50.65,40.64,72.93,0.0,0.0,bar,38828
Lakeview,Seventh Maple,412,28579,Bridgeport,Park 2nd,615,25817,1,1,2000,2001,ationoughtbaroughtbarought,34.45,29.32,64.76,34.01,0.0,0.0,eing,79231
Five Points,Hickory ,453,36098,Wildwood,Elm ,113,56871,1,1,2000,2001,ationoughtbaroughtbarought,51.25,51.92,70.72,57.63,0.0,0.0,eing,33451
Ashland,College ,713,94244,Belmont,Jackson ,893,60191,1,1,2000,2001,ationoughtbaroughtbarought,80.13,91.81,84.93,175.35,0.0,0.0,ese,58048
Riverview,Third ,545,69003,,,,54536,1,1,2000,2001,ationoughtbaroughtbarought,9.02,26.01,15.24,45.25,0.0,1042.82,n st,61933
Georgetown,Ash 6th,180,47057,Woodland,Main ,193,64854,1,1,2000,2001,ationoughtbaroughtbarought,98.57,47.86,179.39,95.72,4858.02,0.0,ought,49843
Georgetown,Ash 6th,180,47057,Woodland,Main ,193,64854,1,1,2000,2001,ationoughtbaroughtbarought,98.57,89.98,179.39,133.17,4858.02,0.0,ought,49843
,,,,Pleasant Hill,14th ,261,63604,1,1,2000,2001,ationoughtbaroughtbarought,35.13,78.7,51.28,95.22,343.91,0.0,pri,66098
Fayetteville,Highland ,921,31732,Greenville,Maple Cedar,390,31387,1,1,2000,2001,ationpriantin stable,98.02,71.68,175.45,77.41,0.0,0.0,able,33451
Bridgeport,Washington ,426,95817,Georgetown,Ridge ,269,67057,1,1,2000,2001,ationpriantin stable,47.19,19.76,54.26,24.3,9.22,0.0,anti,31933
Centerville,Railroad ,339,80059,Mount Pleasant,Miller Ninth,230,11933,1,1,2000,2001,ationpriantin stable,48.92,53.25,82.67,53.25,0.0,0.0,anti,24136
Hillcrest,14th Lee,740,13003,Lincoln,Sunset ,778,81289,1,1,2000,2001,ationpriantin stable,8.85,72.79,15.39,145.58,0.0,0.0,bar,43451
Spring Hill,Washington Poplar,269,46787,Glenwood,View 14th,271,33511,1,1,2000,2001,ationpriantin stable,50.2,20.51,88.85,33.02,0.0,0.0,bar,43604
Spring Hill,Washington Poplar,269,46787,Glenwood,View 14th,271,33511,1,1,2000,2001,ationpriantin stable,50.2,76.36,88.85,96.21,0.0,0.0,bar,43604
Hamilton,Maple River,621,92808,Clinton,Main College,702,78222,1,1,2000,2001,ationpriantin stable,66.39,72.22,118.83,116.99,0.0,0.0,bar,32477
Fairview,1st Davis,323,15709,Saint Clair,Oak ,956,65294,1,1,2000,2001,ationpriantin stable,95.19,16.4,129.45,24.27,0.0,0.0,ese,33604
Union Hill,Railroad ,681,57746,Plainview,Spring Woodland,236,04283,1,1,2000,2001,ationpriantin stable,22.66,95.96,37.61,151.61,2.7,0.0,n st,49431
Woodlawn,Church ,661,34098,Greenfield,North ,218,55038,1,1,2000,2001,ationpriantin stable,77.44,95.96,105.31,151.61,0.0,0.0,n st,49431
Bayside,6th ,141,29550,Bethel,Cedar Cedar,995,25281,1,1,2000,2001,ationpriantin stable,89.33,95.96,152.75,151.61,0.0,0.0,n st,49431
Lincoln,Walnut ,640,61289,Valley View,Forest East,908,25124,1,1,2000,2001,ationpricallypriese,26.5,71.28,32.06,94.8,0.0,0.0,ation,39843
Five Points,West Mill,474,66098,Lakeside,9th Chestnut,230,39532,1,1,2000,2001,ationpricallypriese,71.79,38.74,105.53,67.4,0.0,0.0,bar,34136
Highland Park,Pine ,173,26534,Friendship,Jefferson Oak,886,44536,1,1,2000,2001,ationpricallypriese,97.32,66.76,137.22,76.1,0.0,975.49,cally,29843
Hamilton,Elm Spruce,649,62808,Harmony,Main Mill,691,75804,1,1,2000,2001,ationpricallypriese,42.11,32.56,74.95,33.53,0.0,0.0,ese,39843
Avery,2nd Church,511,70194,Sulphur Springs,Park 1st,508,68354,1,1,2000,2001,ationpricallypriese,58.85,50.26,117.11,56.29,0.0,0.0,n st,38370
New Hope,3rd ,735,59431,Fairview,Franklin 5th,7,55709,1,1,2000,2001,ationpricallypriese,18.78,44.86,23.85,80.74,0.0,0.0,ought,23604
Jackson,Davis North,168,49583,Richardson,North Sixth,243,37687,1,1,2000,2001,ationprieseprin st,19.61,58.66,32.55,88.57,0.0,0.0,able,53604
Arlington,Woodland ,250,56557,Cedar Grove,Park Forest,877,40411,1,1,2000,2001,ationprieseprin st,89.77,47.92,141.83,78.1,0.0,0.0,ation,78048
Farmington,7th ,245,49145,Wesley,Park ,614,61218,1,1,2000,2001,ationprieseprin st,73.03,54.92,128.53,90.06,0.0,0.0,eing,35709
Newport,Woodland ,187,91521,Antioch,First Cedar,246,78605,1,1,2000,2001,ationprieseprin st,13.9,7.65,16.81,8.41,0.0,0.0,ese,25281
Newport,Woodland ,187,91521,Antioch,First Cedar,246,78605,1,1,2000,2001,ationprieseprin st,13.9,28.07,16.81,39.57,0.0,0.0,ese,25281
Arthur,Willow Cherry,224,15965,Springfield,7th ,68,39303,1,1,2000,2001,ationprieseprin st,70.34,69.6,125.9,129.45,0.0,0.0,ese,31904
White Oak,Lincoln ,850,66668,Williamsville,Maple ,673,68754,1,1,2000,2001,ationprieseprin st,4.16,2.29,5.11,3.8,0.0,0.0,n st,61933
Union Hill,Pine ,504,67746,Sutton,Second Pine,502,45413,1,1,2000,2001,ationprieseprin st,15.08,16.63,19.45,32.42,0.0,0.0,ought,63604
Union Hill,Pine ,504,67746,Sutton,Second Pine,502,45413,1,1,2000,2001,ationprieseprin st,15.08,56.38,19.45,60.89,0.0,0.0,ought,63604
Bethel,Elm Franklin,308,65281,Greenfield,Valley Mill,,,1,1,2000,2001,n stableantioughtn st,1.1,55.22,1.18,60.18,0.0,0.0,ation,28370
White Oak,Fourth 15th,607,86668,Lakewood,3rd Broadway,793,28877,1,1,2000,2001,n stableantioughtn st,23.66,55.22,25.07,60.18,0.0,0.0,ation,28370
Maple Grove,Chestnut Ash,254,58252,Unionville,Oak North,925,71711,1,1,2000,2001,n stableantioughtn st,81.56,51.15,118.26,95.13,0.0,0.0,ation,41904
Cedar Grove,Jackson 4th,253,50411,Macedonia,Center ,804,61087,1,1,2000,2001,n stableantioughtn st,32.9,57.28,46.06,76.18,0.0,0.0,bar,59231
Glendale,Park ,539,73951,Midway,Miller ,681,91904,1,1,2000,2001,n stableantioughtn st,97.33,57.28,132.36,76.18,0.0,0.0,bar,59231
Clifton,Broadway Maple,830,68014,Providence,Fifth ,759,56614,1,1,2000,2001,n stableantioughtn st,32.37,17.48,34.63,30.06,0.0,52.76,cally,32477
Clifton,Broadway Maple,830,68014,Providence,Fifth ,759,56614,1,1,2000,2001,n stableantioughtn st,32.37,64.4,34.63,84.36,0.0,0.0,cally,32477
Red Hill,Highland ,917,54338,,,852,,1,1,2000,2001,n stableantioughtn st,73.4,58.06,110.1,88.25,0.0,0.0,eing,45709
Oak Ridge,Fifth Lake,968,58371,Spring Valley,Broadway ,515,56060,1,1,2000,2001,n stableantioughtn st,52.34,30.22,86.88,36.26,0.0,0.0,ese,48721
Langdon,7th 2nd,129,70852,Bunker Hill,View 6th,237,20150,1,1,2000,2001,n stableantioughtn st,76.23,17.67,117.39,22.26,0.0,0.0,n st,61933
Spring Hill,Main ,360,16787,,Fourth ,110,11209,1,1,2000,2001,n stableantioughtn st,87.6,67.7,101.61,92.74,975.36,0.0,n st,42812
Spring Hill,Main ,360,16787,,Fourth ,110,11209,1,1,2000,2001,n stableantioughtn st,87.6,73.15,101.61,109.72,975.36,0.0,n st,42812
Harmony,12th 3rd,533,45804,Riverside,River Wilson,921,59231,1,1,2000,2001,n stantiationbaranti,12.39,47.82,16.72,69.81,0.0,0.0,able,61933
Georgetown,First Lakeview,457,57057,Florence,Ridge Spring,130,63394,1,1,2000,2001,n stantiationbaranti,35.03,91.41,44.83,102.37,0.0,0.0,able,30059
Oak Grove,Maple ,177,78370,Macedonia,Mill ,533,31087,1,1,2000,2001,n stantiationbaranti,48.6,15.32,57.34,25.89,0.0,0.0,able,31904
Plainview,College ,646,33683,Sulphur Springs,1st ,455,38354,1,1,2000,2001,n stantiationbaranti,60.73,15.32,105.06,25.89,0.0,0.0,able,31904
Summit,Railroad ,953,90499,Pleasant Hill,Lee ,968,23604,1,1,2000,2001,n stantiationbaranti,30.01,7.68,52.81,8.83,0.0,0.0,anti,79431
Harmony,Ridge ,522,25804,Friendship,Madison South,902,54536,1,1,2000,2001,n stantiationbaranti,63.16,80.98,97.26,90.69,0.0,0.0,cally,38370
Valley View,Jefferson Maple,869,75124,Fairview,Smith ,240,35709,1,1,2000,2001,n stantiationbaranti,51.12,27.16,96.1,46.71,0.0,283.95,eing,48721
Waterloo,5th Fifth,654,61675,Youngstown,View ,863,90001,1,1,2000,2001,n stantiationbaranti,81.75,87.33,147.15,103.04,0.0,0.0,n st,61933
Cairo,Miller Park,262,74744,Fairview,Sycamore Dogwood,292,06309,1,1,2000,2001,n stantiationbaranti,90.93,52.16,101.84,99.62,0.0,0.0,pri,31933
Brownsville,Elm First,299,39310,Macedonia,Jackson 3rd,782,21087,1,1,2000,2001,n stationbarablepriought,33.46,35.31,54.87,59.32,0.0,0.0,bar,33604
Antioch,10th Forest,36,78605,Maple Grove,Cherry ,400,58252,1,1,2000,2001,n stationbarablepriought,48.89,80.52,59.64,151.37,0.0,0.0,cally,36098
Lebanon,Maple Davis,595,52898,Woodville,Pine 6th,511,74289,1,1,2000,2001,n stationbarablepriought,80.07,80.52,132.91,151.37,0.0,0.0,cally,36098
Forest Hills,Maple Elm,416,59237,New Town,River 13th,118,79634,1,1,2000,2001,n stationbarablepriought,92.85,44.79,159.7,64.49,0.0,165.26,eing,79231
Brownsville,First West,849,39310,Deerfield,5th ,226,59840,1,1,2000,2001,n stationbarablepriought,38.18,57.23,66.05,66.38,0.0,0.0,ese,59431
Mount Olive,9th 9th,598,28059,Wildwood,2nd Smith,109,86871,1,1,2000,2001,n stationbarablepriought,85.18,57.23,139.69,66.38,0.0,0.0,ese,59431
Mount Olive,Birch ,831,78059,Newport,Washington Oak,828,61521,1,1,2000,2001,n stationbarablepriought,57.61,16.95,77.77,26.44,0.0,0.0,pri,38828
Mount Olive,Birch ,831,78059,Newport,Washington Oak,828,61521,1,1,2000,2001,n stationbarablepriought,57.61,21.24,77.77,28.88,0.0,1451.97,pri,38828
Mount Olive,Birch ,831,78059,Newport,Washington Oak,828,61521,1,1,2000,2001,n stationbarablepriought,57.61,41.16,77.77,68.73,0.0,0.0,pri,38828
Liberty,River Railroad,441,83451,Lewisburg,Jackson Railroad,291,57538,1,1,2000,2001,n stbarn stprieseought,41.62,4.33,44.11,5.28,751.74,0.0,able,46098
Pinecrest,Locust Lakeview,244,59981,Forest Hills,5th Sunset,865,29237,1,1,2000,2001,n stbarn stprieseought,98.22,48.3,150.27,56.99,0.0,0.0,able,30059
Riverdale,Mill ,468,79391,Lincoln,Cedar ,598,11289,1,1,2000,2001,n stbarn stprieseought,24.14,63.5,32.58,89.53,0.0,0.0,anti,49843
Bethel,Oak ,894,25281,Mount Olive,Laurel ,61,,1,1,2000,2001,n stbarn stprieseought,82.78,63.5,105.95,89.53,0.0,0.0,anti,49843
Blair,Fourteenth Laurel,692,65465,Lakewood,Ash Elm,979,38877,1,1,2000,2001,n stbarn stprieseought,32.25,92.1,35.47,102.23,147.7,1666.07,ation,38048
Wildwood,Pine 4th,268,26871,Mount Pleasant,Williams ,815,51933,1,1,2000,2001,n stbarn stprieseought,23.16,94.35,46.32,126.42,0.0,0.0,bar,70059
New Hope,Ridge 2nd,954,59431,Franklin,West Green,269,39101,1,1,2000,2001,n stbarn stprieseought,60.2,82.77,75.85,115.05,0.0,0.0,ese,35281
Bunker Hill,Ridge Center,468,70150,Griffin,Green ,748,01804,1,1,2000,2001,n stbarn stprieseought,33.54,44.82,56.68,68.57,0.0,0.0,n st,28370
Clinton,Locust Willow,946,48222,Belmont,Green ,432,40191,1,1,2000,2001,n stbarn stprieseought,32.52,13.18,53.65,15.55,0.0,0.0,ought,23604
Pleasant Valley,Davis ,547,32477,Centerville,Sunset ,509,90059,1,1,2000,2001,n steingationoughtcallyought,1.17,49.27,1.68,94.59,0.0,0.0,eing,33451
Woodland,Forest Spruce,949,54854,Fairview,Railroad Spring,533,65709,1,1,2000,2001,n steingationoughtcallyought,35.98,9.14,69.8,15.81,0.0,0.0,eing,79231
Pleasant Grove,6th 3rd,222,54136,Fairview,Locust ,207,65709,1,1,2000,2001,n steingationoughtcallyought,93.24,36.34,157.57,38.88,474.78,0.0,ese,68721
Highland Park,3rd ,617,86534,Sunnyside,Green Jefferson,651,11952,1,1,2000,2001,n stn stationantiable,6.36,4.35,9.22,4.74,0.0,0.0,able,33451
Mount Zion,View Cherry,437,48054,,College ,,90059,1,1,2000,2001,n stn stationantiable,44.33,7.51,68.26,11.94,0.0,0.0,able,58721
Maple Grove,Mill 12th,655,78252,Belmont,Center Park,890,20191,1,1,2000,2001,n stn stationantiable,50.43,76.96,99.85,112.36,0.0,0.0,able,35281
Five Forks,1st Lee,419,42293,Green Acres,View Maple,791,47683,1,1,2000,2001,n stn stationantiable,72.02,33.54,79.94,61.04,0.0,0.0,able,70059
Five Forks,1st Lee,419,42293,Green Acres,View Maple,791,47683,1,1,2000,2001,n stn stationantiable,72.02,55.49,79.94,107.65,0.0,0.0,able,70059
Nichols,Lee ,143,37940,Crossroads,6th College,330,40534,1,1,2000,2001,n stn stationantiable,20.85,47.06,32.94,50.35,994.61,0.0,bar,58828
Mountain View,Cherry ,357,54466,Berea,5th ,790,53804,1,1,2000,2001,n stn stationantiable,31.36,81.05,40.14,102.93,24.26,1170.86,bar,79431
White Oak,Mill ,802,66668,Farmington,Smith Madison,611,79145,1,1,2000,2001,n stn stationantiable,47.2,65.93,53.8,102.19,0.0,2768.87,bar,32477
Rutland,River 4th,958,08975,Lakeside,12th ,873,39532,1,1,2000,2001,n stn stationantiable,77.18,18.29,134.29,24.5,0.0,0.0,cally,38828
Newtown,Poplar Woodland,900,41749,Greenwood,3rd ,98,68828,1,1,2000,2001,n stn stationantiable,6.57,23.13,10.9,34.69,0.0,0.0,eing,79231
Florence,Fourteenth ,610,03994,Shiloh,Valley ,272,79275,1,1,2000,2001,n stn stationantiable,13.67,29.71,22.0,41.29,64.51,157.94,eing,49231
Florence,Fourteenth ,610,03994,Shiloh,Valley ,272,79275,1,1,2000,2001,n stn stationantiable,13.67,34.61,22.0,68.52,64.51,0.0,eing,49231
Oak Grove,Washington Lincoln,765,58370,Riverdale,4th ,420,69391,1,1,2000,2001,n stn stationantiable,30.29,29.71,34.53,41.29,394.12,157.94,eing,49231
Oak Grove,Washington Lincoln,765,58370,Riverdale,4th ,420,69391,1,1,2000,2001,n stn stationantiable,30.29,34.61,34.53,68.52,394.12,0.0,eing,49231
Woodlawn,Ash 9th,255,14098,New Hope,3rd West,833,69431,1,1,2000,2001,n stn stationantiable,81.43,29.71,124.58,41.29,781.11,157.94,eing,49231
Woodlawn,Ash 9th,255,14098,New Hope,3rd West,833,69431,1,1,2000,2001,n stn stationantiable,81.43,34.61,124.58,68.52,781.11,0.0,eing,49231
Marion,Oak 6th,182,30399,White Oak,Valley ,338,26668,1,1,2000,2001,n stn stationantiable,6.5,19.24,6.82,37.51,0.0,0.0,n st,61933
Forest Hills,College Elm,414,99237,Waterloo,Elm Locust,428,31675,1,1,2000,2001,n stoughtn stoughtoughtought,40.88,96.61,49.87,104.33,0.0,0.0,able,30059
Newport,11th ,508,51521,Sulphur Springs,River ,538,38354,1,1,2000,2001,n stoughtn stoughtoughtought,43.54,4.86,46.58,9.18,0.0,0.0,anti,31904
Newport,11th ,508,51521,Sulphur Springs,River ,538,38354,1,1,2000,2001,n stoughtn stoughtoughtought,43.54,7.47,46.58,12.17,0.0,0.0,anti,31904
Newport,11th ,508,51521,Sulphur Springs,River ,538,38354,1,1,2000,2001,n stoughtn stoughtoughtought,43.54,28.44,46.58,44.93,0.0,0.0,anti,31904
Springdale,3rd ,22,78883,Antioch,Elm Miller,988,48605,1,1,2000,2001,n stoughtn stoughtoughtought,69.49,4.86,118.82,9.18,0.0,0.0,anti,31904
Springdale,3rd ,22,78883,Antioch,Elm Miller,988,48605,1,1,2000,2001,n stoughtn stoughtoughtought,69.49,7.47,118.82,12.17,0.0,0.0,anti,31904
Springdale,3rd ,22,78883,Antioch,Elm Miller,988,48605,1,1,2000,2001,n stoughtn stoughtoughtought,69.49,28.44,118.82,44.93,0.0,0.0,anti,31904
Midway,Franklin ,154,91904,Macedonia,Park Franklin,606,71087,1,1,2000,2001,n stoughtn stoughtoughtought,65.28,8.57,114.89,10.79,0.0,0.0,cally,40059
Midway,Franklin ,154,91904,Macedonia,Park Franklin,606,71087,1,1,2000,2001,n stoughtn stoughtoughtought,65.28,70.53,114.89,130.48,0.0,2795.65,cally,40059
White Oak,Fourth Railroad,213,26668,Antioch,Jefferson ,84,48605,1,1,2000,2001,n stoughtn stoughtoughtought,65.9,43.76,69.19,86.2,0.0,0.0,eing,33451
Kelly,Park ,781,92738,Riverview,College Davis,211,49003,1,1,2000,2001,n stpribaranti,49.5,81.48,87.61,150.73,0.0,0.0,able,31904
Wildwood,2nd Broadway,349,07471,Pioneer,Railroad ,315,50967,1,1,2000,2001,n stpribaranti,22.15,1.05,29.68,1.38,610.89,0.0,n st,39431
Providence,Railroad ,487,36614,Florence,9th ,207,53394,1,1,2000,2001,oughtableantiationbarought,83.81,81.45,165.94,140.09,0.0,0.0,able,35281
Green Acres,9th Lakeview,62,67683,Arlington,South Adams,87,36557,1,1,2000,2001,oughtableantiationbarought,27.35,89.2,54.15,152.53,0.0,0.0,bar,58828
Stringtown,7th Lincoln,460,70162,Whitney,View ,760,28339,1,1,2000,2001,oughtableantiationbarought,51.59,89.2,55.71,152.53,0.0,0.0,bar,58828
Marion,Twelfth Cedar,689,40399,Harmony,5th ,841,55804,1,1,2000,2001,oughtableantiationbarought,92.96,74.65,173.83,78.38,0.0,0.0,ese,36098
Oakland,Spruce Smith,364,49843,Ashland,Spring Franklin,989,44244,1,1,2000,2001,oughtableantiationbarought,41.35,35.91,45.48,51.71,0.0,0.0,ought,58370
Oakland,Spruce Smith,364,49843,Ashland,Spring Franklin,989,44244,1,1,2000,2001,oughtableantiationbarought,41.35,84.08,45.48,89.96,0.0,0.0,ought,58370
Mount Zion,2nd ,940,48054,,Willow ,,88354,1,1,2000,2001,oughtantianticallyable,84.26,19.57,135.65,28.57,0.0,0.0,anti,44136
Glenwood,,,53511,,,387,65402,1,1,2000,2001,oughtantianticallyable,27.28,94.04,46.92,176.79,0.0,0.0,bar,58828
Kimball,Fifth ,524,23595,Oakdale,,110,,1,1,2000,2001,oughtantianticallyable,9.71,68.67,10.29,125.66,0.0,0.0,ese,48721
Kimball,Fifth ,524,23595,Oakdale,,110,,1,1,2000,2001,oughtantianticallyable,9.71,75.81,10.29,101.58,0.0,0.0,ese,48721
Hillcrest,Walnut Center,353,63003,Clinton,Ridge ,706,68222,1,1,2000,2001,oughtantianticallyable,23.99,68.67,36.7,125.66,0.0,0.0,ese,48721
Hillcrest,Walnut Center,353,63003,Clinton,Ridge ,706,68222,1,1,2000,2001,oughtantianticallyable,23.99,75.81,36.7,101.58,0.0,0.0,ese,48721
Burns,River West,20,65272,Glendale,Highland Park,249,83951,1,1,2000,2001,oughtantianticallyable,29.54,7.03,58.78,8.71,3857.04,21.14,ese,51933
Burns,River West,20,65272,Glendale,Highland Park,249,83951,1,1,2000,2001,oughtantianticallyable,29.54,81.62,58.78,124.87,3857.04,0.0,ese,51933
Glendale,5th ,181,43951,Centerville,Chestnut ,877,50059,1,1,2000,2001,oughtantianticallyable,51.58,75.96,91.29,114.69,0.0,0.0,ese,49843
Glendale,5th ,181,43951,Centerville,Chestnut ,877,50059,1,1,2000,2001,oughtantianticallyable,51.58,92.83,91.29,144.81,0.0,0.0,ese,49843
,,,,Green Acres,Oak Railroad,803,27683,1,1,2000,2001,oughtantianticallyable,24.84,32.62,42.22,50.56,0.0,0.0,pri,39231
,,,,Green Acres,Oak Railroad,803,27683,1,1,2000,2001,oughtantianticallyable,24.84,93.66,42.22,119.88,0.0,0.0,pri,39231
Five Points,Poplar Washington,156,56098,Hamilton,Wilson ,154,72808,1,1,2000,2001,oughtantiationoughtpri,2.51,1.82,4.91,3.13,0.0,4.23,able,61904
Mountain View,View ,129,54466,Morris,Meadow 7th,76,36696,1,1,2000,2001,oughtantiationoughtpri,39.54,86.39,56.93,113.17,0.0,0.0,bar,78048
Spring Valley,,,,Marion,Spring ,29,40399,1,1,2000,2001,oughtantiationoughtpri,65.45,86.39,107.99,113.17,0.0,0.0,bar,78048
Summit,Ash ,181,50499,Carthage,11th ,710,71529,1,1,2000,2001,oughtantiationoughtpri,68.5,86.39,120.56,113.17,0.0,0.0,bar,78048
,Lincoln ,190,,Shiloh,7th Twelfth,832,49275,1,1,2000,2001,oughtantiationoughtpri,5.96,55.68,9.53,79.62,0.0,0.0,cally,38828
Forest Hills,Railroad Fourth,370,79237,Springdale,View Park,617,58883,1,1,2000,2001,oughtantiationoughtpri,85.47,89.37,142.73,155.5,0.0,0.0,eing,71933
Buffalo,Dogwood Third,526,77098,Woodland,Cedar ,19,54854,1,1,2000,2001,oughtantiationoughtpri,24.62,26.35,29.79,29.24,0.0,0.0,ought,58370
Andover,Central ,130,61639,Providence,Main ,715,16614,1,1,2000,2001,oughtantiationoughtpri,2.8,93.9,3.38,171.83,0.0,0.0,pri,31933
Parkwood,Mill Hickory,460,71669,Unionville,Walnut ,74,61711,1,1,2000,2001,oughtantiationoughtpri,53.57,93.9,88.39,171.83,0.0,0.0,pri,31933
Union Hill,Hill Green,731,97746,Bridgeport,Main ,134,55817,1,1,2000,2001,oughtationcallypribarable,47.03,54.52,49.38,78.5,0.0,0.0,able,31904
Valley View,Ridge Ash,776,55124,Mount Vernon,8th ,516,78482,1,1,2000,2001,oughtationcallypribarable,56.42,58.19,103.81,61.68,0.0,0.0,anti,33451
