brand,brand_id,ext_price,t_hour,t_minute
importoscholar #2,5002002,6277.91,18,28
exportibrand #4,7003004,6277.44,19,27
exportischolar #2,8007005,6277.0,9,37
scholarmaxi #7,9005007,6276.16,9,23
importoamalg #1,1004001,6276.0,6,5
maxibrand #6,7009006,6275.52,7,52
exportiedu pack #1,4003001,6275.5,19,30
maxiunivamalg #17,10009017,6275.42,17,10
edu packamalg #2,1004002,6275.24,19,30
exportiexporti #2,7011009,6274.75,9,4
namelessnameless #3,8008003,6273.61,8,31
exportiimporto #1,6007008,6272.0,19,59
importoimporto #2,2003001,6271.36,18,58
scholarunivamalg #1,9015001,6271.29,9,2
importomaxi #2,9002002,6270.99,18,43
univamalgamalg #6,3003001,6270.87,19,46
corpmaxi #2,9006002,6270.79,9,51
maxicorp #6,4003001,6270.35,17,39
corpamalgamalg #4,10016004,6270.08,17,26
edu packnameless #2,6009003,6269.93,18,30
amalgedu pack #2,4001002,6269.68,17,37
importoimporto #2,9009009,6269.25,8,50
amalgbrand #2,6011002,6268.5,9,14
importoamalg #2,1002002,6268.38,9,33
maxinameless #10,8009010,6268.27,8,51
maxibrand #2,7009002,6268.1,17,12
amalgcorp #1,6001001,6267.8,8,2
corpunivamalg #11,10006011,6266.16,18,5
exportiexporti #2,3003002,6265.53,7,21
amalgmaxi #7,10004017,6265.49,18,27
namelesscorp #6,6008006,6265.0,18,46
importoedu pack #1,4002001,6263.1,9,47
namelesscorp #6,6008006,6263.02,17,45
importoimporto #2,2003001,6262.84,8,29
amalgamalg #2,1001002,6262.58,19,42
amalgimporto #1,2001001,6262.46,18,9
exportiamalg #1,4001001,6262.26,19,8
edu packamalg #1,1004001,6261.52,9,16
exportimaxi #7,9003007,6261.2,17,42
exportinameless #4,8003004,6260.5,19,46
scholarmaxi #5,8003004,6260.38,18,24
exportimaxi #7,9003007,6259.8,7,1
edu packscholar #1,5004001,6258.99,9,30
corpunivamalg #6,10006006,6258.54,17,43
importoexporti #1,3002001,6258.49,17,46
importoamalg #1,1002001,6258.3,9,9
importobrand #4,7002004,6258.2,7,4
corpnameless #6,7007005,6258.12,7,8
importobrand #9,6016006,6257.59,9,43
importomaxi #7,4001002,6257.52,18,42
exportinameless #4,3003001,6257.46,17,2
scholarmaxi #4,4001001,6257.28,9,4
edu packunivamalg #3,10004003,6256.8,17,21
amalgcorp #4,6001004,6256.5,18,4
univamalgamalg #17,10010017,6256.16,18,51
amalgbrand #6,6011006,6256.04,19,1
exportischolar #2,5003002,6254.76,19,48
importoscholar #2,5002002,6254.53,6,10
univmaxi #7,8010007,6254.43,17,13
edu packexporti #1,3004001,6254.11,18,21
edu packedu pack #1,1002001,6253.65,17,46
exportiunivamalg #9,10003009,6253.1,17,38
importoedu pack #1,1002002,6253.06,17,43
maxinameless #8,2001001,6252.0,19,36
namelessnameless #8,8008008,6251.89,18,34
importounivamalg #1,2002002,6251.88,18,58
importounivamalg #8,9012008,6251.85,8,55
corpunivamalg #4,10006004,6251.82,9,39
corpunivamalg #4,8006003,6251.65,7,25
univmaxi #5,1003001,6251.52,7,48
amalgamalg #1,1001001,6251.28,6,22
importoamalgamalg #4,10012004,6251.08,6,10
exportischolar #2,8007005,6251.05,9,0
exportiimporto #1,7016009,6250.79,18,2
edu packimporto #2,2004002,6250.52,18,11
maxiunivamalg #1,10009001,6249.32,17,48
importoimporto #2,2002002,6248.04,8,42
edu packedu pack #2,4004002,6248.0,19,41
scholarbrand #8,7005008,6247.68,9,15
importocorp #3,3003002,6246.72,17,42
amalgexporti #2,3001002,6245.83,7,53
edu packamalg #2,5004001,6245.76,7,36
scholarbrand #10,7005010,6244.56,8,4
amalgimporto #1,2001001,6244.07,9,12
exportiunivamalg #7,4002001,6243.86,9,40
edu packedu pack #2,7003005,6243.35,17,12
scholarcorp #1,6005001,6243.05,6,7
edu packedu pack #1,4004001,6242.4,8,9
exportibrand #6,7003006,6242.25,6,34
amalgimporto #2,2001002,6242.22,19,48
brandunivamalg #17,8009005,6242.2,9,35
scholarbrand #8,7005008,6241.62,18,40
namelessnameless #4,8008004,6241.62,17,50
corpmaxi #2,8016002,6241.62,18,0
amalgnameless #7,3002001,6241.54,19,3
edu packcorp #5,8015005,6241.54,18,0
exportiamalg #2,4004001,6241.53,18,9
brandbrand #2,7007002,6240.16,17,44
importoscholar #2,7008005,6239.78,18,44
scholarnameless #1,7006009,6239.6,17,13
edu packcorp #6,6004006,6238.77,17,21
exportiamalg #1,8015004,6238.77,8,6
maxinameless #4,8009004,6238.44,18,22
amalgedu pack #1,9013011,6238.07,18,42
exportiexporti #2,3003002,6237.71,18,28
edu packexporti #1,3004001,6237.38,19,16
importoedu pack #1,5002001,6237.04,17,33
amalgamalg #1,8006002,6236.8,9,29
edu packbrand #10,7004010,6236.1,19,12
scholarbrand #7,6015007,6234.96,18,18
edu packedu pack #2,4004002,6234.76,19,18
amalgmaxi #7,8011007,6233.44,19,5
exportiamalg #1,1003001,6232.41,9,29
importoedu pack #2,4002002,6231.64,8,27
brandunivamalg #1,10007001,6230.88,7,57
scholarcorp #5,3001001,6230.56,9,16
edu packamalg #2,1004002,6230.54,6,3
importoamalg #1,5002001,6229.69,19,39
importoscholar #2,9014003,6229.14,19,3
amalgmaxi #7,10004017,6228.96,7,8
amalgexporti #1,3004002,6228.95,9,28
amalgmaxi #2,9001002,6228.1,6,48
exportiamalg #2,4004001,6227.85,9,55
corpunivamalg #4,8006003,6227.8,17,19
edu packexporti #1,9014005,6227.44,17,59
exportiimporto #1,10010015,6227.41,8,27
scholarcorp #8,6005008,6227.06,8,20
importounivamalg #8,9012008,6226.44,17,48
amalgimporto #2,5002001,6226.36,18,23
exportiimporto #1,10010015,6226.26,17,44
edu packimporto #2,7003001,6225.5,17,4
importoimporto #1,2002001,6225.48,9,52
namelessbrand #2,10006008,6225.4,7,33
amalgbrand #2,6011002,6224.88,9,8
importoscholar #2,5002002,6224.87,18,46
namelessunivamalg #2,4004001,6224.68,8,53
corpnameless #8,8006008,6224.04,18,8
scholarmaxi #7,9005007,6223.91,6,9
exportinameless #5,2001002,6222.96,8,28
amalgnameless #8,9007009,6222.94,17,13
importobrand #1,7002001,6222.88,8,12
exportiamalg #2,10007011,6222.06,18,47
edu packimporto #1,9008012,6221.75,9,37
scholarnameless #2,3001001,6221.73,17,7
amalgimporto #1,2004001,6221.68,18,57
importoscholar #2,4003001,6221.6,7,8
univamalgamalg #6,3003001,6220.45,7,36
exportiimporto #2,2003002,6220.0,18,15
edu packscholar #1,5001002,6219.98,6,1
exportiamalg #2,1003002,6219.44,19,11
scholarunivamalg #7,3002001,6219.2,17,0
amalgunivamalg #7,9011007,6219.2,17,23
amalgscholar #2,1001001,6219.0,9,45
edu packbrand #2,1004001,6218.79,18,44
importoscholar #1,5002001,6218.43,6,43
amalgmaxi #7,2003001,6218.1,6,46
exportischolar #2,5003002,6217.51,9,43
edu packexporti #1,3003002,6217.44,18,45
importoscholar #2,5002002,6217.11,8,53
exportischolar #2,5003002,6216.91,19,27
corpmaxi #2,9006002,6216.6,18,36
edu packscholar #1,3004001,6216.21,17,47
amalgunivamalg #8,9011008,6215.83,9,33
exportiamalgamalg #6,10013006,6215.1,9,51
exportiamalg #2,1003002,6215.04,17,20
importomaxi #6,8012006,6214.52,18,49
amalgexporti #1,7012005,6214.14,8,21
corpbrand #8,7012007,6214.14,9,48
edu packscholar #2,5004002,6213.82,17,42
corpunivamalg #11,10006011,6213.62,18,3
exportiamalg #1,1003001,6213.45,18,17
exportimaxi #7,8013007,6213.16,18,43
scholarnameless #6,7015006,6213.03,18,25
exportiedu pack #2,4003002,6212.88,6,17
edu packimporto #1,3002001,6211.24,9,17
edu packimporto #2,2004002,6211.12,18,32
edu packunivamalg #17,10004017,6209.2,8,0
amalgexporti #2,5003001,6209.19,19,35
importoscholar #2,10013007,6208.68,19,23
brandnameless #2,8007002,6208.4,19,59
exportiexporti #2,3003002,6207.86,9,25
corpunivamalg #4,8014003,6207.6,9,13
scholarnameless #8,7015008,6207.01,17,46
edu packexporti #2,3004002,6206.71,8,4
importoamalgamalg #5,2001001,6206.38,18,50
maxibrand #10,7009010,6206.31,17,4
importonameless #4,8002004,6205.77,17,6
importoimporto #1,2002001,6205.5,8,5
exportiimporto #1,6010002,6205.5,8,45
namelessnameless #8,8008008,6205.5,18,35
exporticorp #6,6003006,6205.45,18,45
exportiexporti #2,3003002,6204.98,18,36
namelessbrand #5,7008005,6204.8,9,19
edu packamalg #1,2003001,6204.48,18,22
importoexporti #1,2002001,6204.45,18,36
exportiedu pack #2,4003002,6204.37,19,27
edu packedu pack #1,4003001,6204.16,9,38
importoexporti #2,3002002,6203.99,8,48
importoamalg #1,1004001,6203.79,17,54
edu packmaxi #10,3004001,6203.0,19,10
importoedu pack #2,4002002,6203.0,19,56
amalgmaxi #10,8011010,6202.56,9,49
univnameless #5,7010005,6202.29,9,29
brandunivamalg #8,10007008,6202.0,17,52
scholarbrand #7,10012001,6202.0,19,17
exportiunivamalg #10,10012006,6201.66,18,5
scholarunivamalg #1,9015001,6201.6,18,12
importoamalgamalg #6,10012006,6201.6,17,4
edu packamalgamalg #7,7013006,6201.36,18,15
amalgscholar #1,1002001,6200.88,7,5
edu packimporto #1,2004001,6200.84,8,16
edu packimporto #1,1003002,6200.78,17,13
amalgmaxi #7,10010010,6200.75,18,25
exportiedu pack #2,4003002,6200.6,8,59
maxibrand #7,1003002,6199.74,8,41
exportiimporto #1,2002002,6199.72,9,58
importounivamalg #8,9012008,6199.44,17,36
importoexporti #2,3002002,6199.27,7,3
scholarmaxi #10,8015010,6198.88,7,25
exportiamalg #2,1003002,6198.8,6,0
amalgamalgamalg #11,10011011,6198.24,17,10
amalgamalg #1,8015007,6197.55,19,51
amalgamalg #1,1001001,6197.33,19,40
amalgmaxi #8,8011008,6196.54,9,28
namelessnameless #8,8008008,6196.34,19,37
namelesscorp #2,6008002,6195.8,19,30
brandnameless #6,8007006,6195.77,9,13
amalgamalgamalg #13,10011013,6195.27,6,48
edu packedu pack #2,4004002,6195.24,18,34
importoexporti #1,3002001,6195.0,7,19
amalgscholar #2,5001001,6194.95,17,1
exportiamalg #2,1003002,6194.88,19,35
scholarmaxi #7,8015007,6193.92,9,8
exportischolar #1,5003001,6192.08,7,30
edu packnameless #6,8004006,6192.06,17,34
edu packimporto #1,2004001,6192.03,17,57
exportiedu pack #1,1004001,6191.5,8,21
scholarmaxi #10,9005010,6191.2,17,41
amalgimporto #2,2003001,6191.0,17,11
edu packunivamalg #1,10010013,6190.02,17,55
namelessmaxi #10,9008010,6189.48,18,56
importomaxi #6,4001001,6189.18,9,21
exportiedu pack #1,4003001,6188.79,8,13
corpcorp #2,6006002,6188.7,17,5
edu packamalg #2,1004002,6188.48,18,7
importoscholar #2,5002002,6188.07,18,55
exportiamalg #2,4004001,6187.92,17,1
importoscholar #1,4004002,6187.8,9,2
edu packbrand #8,6014008,6187.5,6,7
edu packamalg #2,10001014,6187.5,7,48
exportibrand #6,6013006,6186.24,9,35
scholarunivamalg #1,9015001,6185.7,6,14
amalgexporti #2,9007003,6184.92,8,11
exportinameless #10,8003010,6184.6,9,26
exportiunivamalg #8,9013008,6184.58,9,22
amalgamalgamalg #5,10011005,6184.5,19,49
amalgunivamalg #15,10001015,6183.78,17,17
namelesscorp #4,6008004,6183.44,9,19
edu packexporti #2,1001001,6183.0,7,12
exportiexporti #1,4004001,6181.92,18,22
exportiamalg #2,6004007,6181.86,9,44
amalgamalg #2,1001002,6181.68,6,20
edu packedu pack #2,3004001,6180.48,9,0
importoscholar #2,9004003,6180.46,7,8
amalgscholar #1,5001001,6180.2,9,7
importocorp #3,3003002,6180.0,18,33
exportinameless #5,9006006,6179.74,18,45
importounivamalg #2,9012002,6179.6,7,21
univmaxi #7,8010007,6179.13,6,27
importobrand #1,7002001,6178.64,9,58
univbrand #8,4002001,6178.21,9,9
edu packexporti #1,3004001,6177.89,19,21
exportiamalg #1,1003001,6177.87,17,33
exportiedu pack #1,4003001,6177.68,9,5
importoscholar #2,4003001,6177.6,6,20
maxicorp #8,6009008,6177.6,17,59
amalgamalg #1,1001001,6176.95,17,16
exportibrand #6,6013006,6176.86,17,52
exportiimporto #2,2003002,6175.81,9,24
scholarunivamalg #1,1002001,6175.26,9,5
edu packimporto #2,2004002,6175.07,9,15
corpunivamalg #7,9016007,6174.08,8,45
maxinameless #4,8009004,6173.77,17,20
edu packbrand #7,8015008,6173.72,18,31
corpnameless #6,7016006,6173.7,8,20
scholarmaxi #4,8015004,6173.67,17,42
exportiamalg #1,8006005,6173.2,8,51
univamalgamalg #15,1003001,6173.1,18,45
exportischolar #1,5004001,6173.08,17,45
univamalgamalg #12,9014006,6172.96,6,3
amalgamalg #2,5003001,6172.8,9,26
amalgmaxi #1,7001004,6172.56,19,56
brandmaxi #8,9007008,6172.29,17,19
maxibrand #8,8003007,6172.24,17,57
univmaxi #7,8010007,6171.62,17,51
edu packcorp #8,6004008,6171.47,17,22
exportinameless #10,8003010,6171.37,19,29
amalgbrand #6,10013002,6171.36,18,22
edu packamalg #2,3004001,6171.12,8,26
exportiedu pack #2,4003002,6171.06,9,21
amalgmaxi #5,7012003,6170.91,8,50
edu packimporto #1,2004001,6170.72,9,14
edu packedu pack #2,4004002,6170.37,8,34
corpbrand #2,6003005,6169.22,17,52
importounivamalg #7,9012007,6169.1,18,54
exportiamalg #2,1003002,6169.08,17,55
amalgunivamalg #4,10001004,6167.7,9,45
edu packexporti #1,3004001,6167.1,9,43
scholarunivamalg #14,10012013,6166.24,19,8
amalgmaxi #7,9001007,6166.2,19,31
edu packbrand #7,8015008,6165.92,17,57
namelessunivamalg #1,10008001,6165.6,17,34
exportiimporto #1,2003001,6165.52,9,27
amalgscholar #1,5001001,6165.18,18,50
corpmaxi #7,6005006,6165.12,9,36
exportiexporti #2,3003002,6164.69,8,52
exportiimporto #1,9015005,6164.52,8,28
edu packamalg #1,9003012,6163.6,17,25
importoscholar #2,5002002,6163.21,19,6
edu packnameless #4,7014004,6163.0,19,29
importoamalgamalg #6,10012006,6162.84,6,9
importomaxi #4,8007009,6162.75,9,1
exportiedu pack #2,4002001,6162.27,18,28
exportiimporto #2,10012010,6161.92,17,37
scholarunivamalg #1,1002001,6161.62,17,45
edu packexporti #1,3004001,6161.52,9,45
univbrand #8,4002001,6161.34,18,50
exportinameless #10,8003010,6161.28,17,1
importonameless #4,7012004,6161.12,18,7
exportiamalg #1,1003001,6160.56,18,30
importoimporto #1,2002001,6160.56,17,51
brandunivamalg #8,10007008,6159.79,18,28
edu packmaxi #8,9004008,6159.32,17,23
amalgscholar #1,1002001,6159.28,18,46
corpunivamalg #2,9016002,6159.02,17,44
amalgedu pack #2,4001002,6158.9,8,54
edu packmaxi #10,3004001,6158.76,6,13
corpunivamalg #9,9001009,6158.7,17,18
exportischolar #1,5003001,6158.18,9,33
maxicorp #8,6009008,6157.34,19,4
scholarnameless #10,7015010,6156.74,8,28
importocorp #1,6011007,6156.73,9,29
amalgamalgamalg #13,10011013,6156.56,7,17
scholarmaxi #6,8015006,6156.54,8,38
importounivamalg #7,9012007,6156.54,18,53
scholarbrand #2,7005002,6156.43,19,9
amalgunivamalg #12,10001012,6156.13,8,55
edu packscholar #2,5004002,6155.76,19,37
edu packscholar #1,5004001,6155.73,19,7
edu packmaxi #2,9004002,6155.02,8,10
edu packmaxi #9,1003002,6154.2,9,21
namelesscorp #4,6008004,6153.38,17,50
exportischolar #1,2003001,6153.18,17,0
corpcorp #1,6006001,6152.3,19,20
edu packnameless #8,7014008,6151.96,18,24
corpunivamalg #1,9016001,6151.77,17,21
corpbrand #3,6016003,6151.72,8,6
exportiexporti #1,4004002,6151.08,19,22
edu packamalg #2,1004002,6150.82,19,2
amalgunivamalg #16,10001016,6150.72,17,4
amalgexporti #1,3002001,6150.6,9,5
edu packscholar #2,5004002,6150.46,9,49
edu packbrand #8,7004008,6150.4,19,17
namelesscorp #4,6008004,6150.24,19,53
amalgbrand #4,10016011,6150.0,19,49
corpcorp #4,9008003,6149.86,19,32
amalgnameless #7,3002001,6149.76,17,43
scholarunivamalg #14,10012013,6149.52,19,51
importoexporti #1,3002001,6149.16,18,54
importonameless #5,9015005,6148.36,9,39
scholarnameless #7,8015005,6147.96,8,3
edu packbrand #4,6014004,6147.92,19,3
edu packedu pack #1,2002001,6147.54,19,56
scholarnameless #1,8005001,6147.54,19,37
namelessnameless #3,1004001,6147.45,6,45
exportischolar #1,5003001,6147.42,17,2
maxinameless #9,8009009,6147.3,17,16
edu packexporti #2,1001001,6146.83,9,49
edu packamalg #1,7016009,6146.8,7,49
brandcorp #6,6007006,6146.2,17,36
brandcorp #2,6007002,6146.1,6,35
corpmaxi #6,8016006,6146.03,8,37
importoexporti #1,3002001,6145.56,18,3
univmaxi #6,8010006,6145.5,6,53
importounivamalg #7,9012007,6143.8,18,27
exportimaxi #4,9003004,6143.09,17,16
amalgunivamalg #3,8010004,6142.64,18,47
amalgnameless #9,6011003,6142.08,8,57
corpcorp #1,6006001,6141.72,19,16
corpmaxi #5,3004001,6141.6,17,14
exportimaxi #10,8013010,6141.49,18,13
corpamalgamalg #2,9007003,6141.44,19,12
univunivamalg #10,6014001,6140.98,19,35
exportiamalg #2,8009007,6139.38,9,13
importoscholar #2,5002002,6138.61,18,15
exportinameless #10,8003010,6138.16,18,10
namelessmaxi #1,6003007,6137.88,9,46
importoscholar #2,5002002,6137.35,19,19
namelessbrand #6,7008006,6137.19,9,50
exportiexporti #2,3003002,6136.8,18,58
corpnameless #6,6002007,6136.76,17,15
exportimaxi #8,8013008,6136.65,18,9
importoamalgamalg #10,10012010,6136.6,18,49
scholarmaxi #1,9005001,6136.32,19,54
importoimporto #2,2002002,6135.88,19,58
edu packexporti #1,3004001,6135.48,17,10
importobrand #6,6012006,6135.36,18,32
importoamalg #1,1002001,6134.92,9,41
edu packimporto #1,5001001,6134.28,17,38
amalgamalg #2,1001002,6133.51,9,46
namelessunivamalg #1,10008001,6133.2,18,42
brandmaxi #1,3001002,6133.18,9,46
amalgedu pack #1,4001001,6132.93,9,6
importounivamalg #4,9012004,6132.48,6,34
amalgamalgamalg #1,10011001,6131.86,8,33
amalgunivamalg #7,9011007,6131.84,7,59
brandcorp #8,5003001,6131.58,8,59
scholaramalgamalg #17,10015017,6131.49,19,12
edu packexporti #2,3004002,6131.15,7,46
amalgunivamalg #2,10001002,6131.05,17,23
amalgimporto #2,2001002,6130.97,18,35
amalgamalg #1,5001002,6129.75,9,47
amalgexporti #2,3001002,6129.05,6,26
edu packedu pack #1,4004002,6128.93,19,1
importoedu pack #2,4002002,6128.9,19,50
scholarnameless #6,7015006,6128.48,8,42
edu packscholar #2,5004002,6128.16,7,47
edu packscholar #2,5004002,6128.1,7,29
importoimporto #2,2002002,6127.68,8,3
exportimaxi #4,3004001,6127.48,9,44
corpmaxi #1,8016001,6127.45,19,43
importomaxi #6,4001001,6127.06,7,26
importoamalgamalg #10,10012010,6126.96,18,16
edu packscholar #1,3004001,6126.48,19,53
exportiamalg #2,6004007,6126.22,8,37
exportiimporto #1,2003001,6125.29,18,44
scholaramalgamalg #2,9011012,6124.9,9,11
exportiimporto #2,2003002,6123.76,6,6
importobrand #1,7002001,6123.5,18,36
amalgscholar #2,5001002,6122.26,6,41
edu packexporti #1,8003004,6122.2,9,48
importoscholar #2,10013007,6122.2,18,6
edu packimporto #2,2004002,6121.87,17,21
importoscholar #2,8010007,6121.8,17,14
corpbrand #7,2001001,6121.75,18,48
exportiamalgamalg #6,10013006,6121.7,17,39
importomaxi #4,9002004,6121.28,8,50
edu packamalg #1,1004001,6120.86,17,57
edu packscholar #2,5004002,6120.62,17,25
corpunivamalg #9,9001009,6120.36,9,10
importomaxi #8,9002008,6120.3,17,40
amalgedu pack #2,7011005,6120.24,19,9
amalgimporto #2,2001002,6120.0,17,44
importonameless #9,8002009,6120.0,18,29
corpbrand #10,1001001,6119.52,19,11
univamalgamalg #9,7001001,6119.52,18,46
exportimaxi #10,9003010,6118.32,18,5
exportibrand #2,6013002,6118.2,9,44
exportiamalg #2,1003002,6117.92,18,22
exportinameless #5,6016008,6117.54,9,9
exportimaxi #2,8013002,6116.76,19,45
namelesscorp #4,6008004,6116.55,9,12
brandunivamalg #15,10007015,6116.47,18,52
importoexporti #2,10012004,6116.18,17,57
exportibrand #5,8016009,6116.16,18,52
amalgimporto #2,10003007,6114.96,7,31
maxibrand #8,8003007,6114.75,19,7
exportiexporti #2,3003002,6113.33,7,12
amalgunivamalg #2,9011002,6113.2,7,34
amalgedu pack #2,3002001,6112.88,18,28
importoscholar #1,5002001,6112.71,7,46
exportinameless #5,2001002,6111.56,18,30
amalgimporto #2,2001002,6111.0,7,14
exportischolar #2,5003002,6110.97,9,6
edu packedu pack #2,3004001,6110.01,17,23
importonameless #3,7012003,6109.62,6,10
importomaxi #8,8012008,6109.56,8,29
univnameless #6,1002001,6109.4,17,57
edu packunivamalg #3,10004003,6108.6,9,37
importoedu pack #2,4002002,6108.23,7,52
importonameless #8,7012008,6107.84,9,28
importocorp #5,6002005,6107.31,19,28
scholarunivamalg #7,3002001,6107.12,17,5
corpcorp #4,9008003,6106.86,19,4
corpnameless #4,7016004,6106.59,9,18
exportiedu pack #1,4003002,6106.4,9,24
corpnameless #6,6002007,6106.4,18,19
edu packexporti #1,4003002,6105.44,19,3
amalgcorp #8,6001008,6105.24,17,53
importoimporto #1,2002001,6105.21,9,6
scholarbrand #6,6015006,6105.19,9,6
corpbrand #6,5001001,6104.8,9,7
univbrand #7,6010007,6104.78,18,56
corpunivamalg #7,9016007,6104.47,19,8
amalgedu pack #1,4001001,6103.91,18,9
importomaxi #8,6007001,6103.52,19,16
edu packamalg #1,1004001,6103.41,17,19
amalgexporti #2,3001002,6103.21,18,57
exportiedu pack #1,4003001,6102.81,9,11
exportischolar #1,5003001,6102.0,17,41
corpcorp #7,6006007,6101.82,17,39
amalgexporti #2,3001002,6101.71,17,6
edu packimporto #2,2004002,6101.46,18,41
importoscholar #1,5002001,6101.32,18,29
brandmaxi #8,9007008,6100.01,18,27
amalgexporti #2,9016003,6099.68,6,3
importoexporti #2,10013012,6099.67,17,33
brandbrand #4,4003001,6099.45,19,21
importounivamalg #7,6002006,6099.16,18,53
maxibrand #1,7009001,6099.0,18,33
importoimporto #2,2002002,6098.98,17,27
importonameless #2,7012002,6098.84,6,53
amalgunivamalg #2,9011002,6098.82,19,44
importoamalgamalg #14,10012014,6098.78,17,32
brandcorp #8,6007008,6098.01,18,11
edu packexporti #1,9013012,6097.95,8,47
edu packbrand #3,8008006,6097.91,18,15
amalgamalg #2,1001002,6097.74,7,39
edu packnameless #7,10013016,6097.66,18,4
exportinameless #8,8003008,6096.64,8,29
amalgimporto #2,2001002,6096.54,6,10
exportimaxi #4,9003004,6096.47,19,28
amalgamalg #1,6015005,6096.46,17,11
importoscholar #2,5002002,6095.97,9,42
exportiedu pack #2,9006003,6095.76,17,20
amalgscholar #1,5001001,6095.75,19,40
amalgmaxi #1,7001004,6095.2,17,20
amalgexporti #2,9016003,6095.0,17,5
scholarcorp #4,6008003,6094.9,19,25
exportiexporti #2,3003002,6094.78,6,8
corpbrand #8,7012007,6094.77,8,10
scholarnameless #7,7015007,6094.44,19,45
exportiedu pack #2,4002001,6094.4,8,29
amalgunivamalg #2,4003001,6094.37,19,26
amalgscholar #2,5001001,6094.29,9,26
edu packedu pack #2,5002001,6094.27,6,16
exportinameless #10,8003010,6094.16,17,13
exportiamalg #1,8015004,6094.08,8,33
importounivamalg #1,10014003,6093.64,19,29
amalgamalgamalg #13,10011013,6093.05,17,35
maxicorp #7,1003001,6090.94,7,3
scholarbrand #6,6015006,6090.85,18,49
amalgscholar #2,5001002,6090.82,8,36
amalgedu pack #2,4001002,6090.26,17,54
maxibrand #8,7009008,6090.12,18,41
edu packnameless #7,10013016,6089.85,19,57
amalgmaxi #5,7012003,6089.84,9,25
corpcorp #8,6006008,6089.16,18,57
edu packmaxi #5,8014005,6089.13,8,44
exportimaxi #10,9003010,6088.95,9,10
amalgunivamalg #16,10001016,6088.88,7,11
edu packbrand #1,6014001,6088.38,8,9
scholarnameless #6,8005006,6087.9,18,11
corpmaxi #5,8016005,6087.64,7,44
exportiamalgamalg #13,9007003,6085.8,17,25
exportiamalgamalg #6,10013006,6085.28,9,42
exportiamalg #2,1003002,6084.73,18,43
exportiedu pack #2,6012003,6084.55,18,24
amalgmaxi #8,9001008,6084.27,19,27
univamalgamalg #17,10010017,6083.9,18,22
corpnameless #8,8006008,6083.1,18,34
importoexporti #2,7005001,6083.0,19,55
namelessnameless #8,8008008,6082.56,7,53
importoscholar #1,2001001,6082.47,18,30
exportiimporto #1,2003001,6082.33,19,59
exportimaxi #10,8013010,6082.0,17,3
amalgmaxi #2,9001002,6081.6,19,34
namelessbrand #8,7008008,6081.32,18,1
exportinameless #10,8003010,6081.3,8,6
scholarcorp #7,6005007,6080.92,18,53
edu packscholar #2,5004002,6080.58,7,13
corpnameless #1,7016001,6080.41,19,44
exportiamalgamalg #3,8009005,6079.84,17,8
importoamalgamalg #1,10012001,6078.57,7,50
brandcorp #6,6007006,6077.4,18,31
edu packamalgamalg #11,10014011,6076.62,18,25
amalgscholar #1,9011012,6076.56,18,36
edu packscholar #1,5004001,6075.42,8,25
edu packscholar #2,5003001,6074.88,17,44
amalgamalg #2,1001002,6074.66,8,12
importoedu pack #2,4002002,6074.19,7,26
brandcorp #2,6007002,6074.19,9,8
namelessnameless #2,8008002,6074.1,8,4
maxicorp #6,4003001,6073.32,17,2
edu packbrand #8,1003001,6073.08,19,20
edu packbrand #10,7004010,6072.43,17,18
exportiimporto #1,2003001,6072.36,18,38
edu packamalg #2,1002001,6072.0,9,19
amalgamalg #2,1001002,6071.75,9,7
maxicorp #8,6009008,6071.6,17,31
exporticorp #4,6003004,6071.4,9,7
amalgunivamalg #17,10001017,6071.08,17,1
namelessnameless #8,8008008,6070.62,18,28
namelessnameless #2,8010001,6070.61,9,42
exportiedu pack #1,4003002,6069.6,9,23
exportiexporti #1,3003001,6068.85,17,57
maxinameless #9,8009009,6068.7,18,13
amalgscholar #2,5001002,6068.58,9,19
exportiexporti #1,3003001,6067.47,17,5
exportiamalgamalg #1,8002005,6067.31,18,44
univamalgamalg #6,3003001,6067.3,7,8
exportiimporto #2,2003002,6067.23,19,41
scholarunivamalg #16,10005016,6067.08,9,22
exportiexporti #2,7011009,6067.06,17,56
amalgscholar #1,5001001,6067.0,9,29
exportiimporto #1,9015005,6066.95,7,21
maxibrand #1,7009001,6066.8,19,10
importounivamalg #2,10002002,6066.32,19,7
importoimporto #2,2002002,6066.04,19,3
importobrand #6,6012006,6065.0,18,24
edu packscholar #2,5004002,6064.94,8,53
scholarmaxi #10,9005010,6064.92,18,22
maxiunivamalg #7,10009007,6064.72,18,55
amalgmaxi #2,9001002,6064.67,17,23
corpbrand #2,6003005,6064.4,19,44
importounivamalg #7,2003001,6064.32,18,19
amalgamalg #2,1001002,6063.84,17,34
exportiimporto #1,2003001,6063.56,17,55
edu packamalg #1,1004001,6063.41,9,2
exporticorp #4,6003004,6063.2,18,56
namelessmaxi #10,9008010,6062.28,19,13
brandunivamalg #14,6004007,6062.2,18,52
univnameless #10,9011003,6062.16,18,34
exportibrand #10,7003010,6060.0,9,41
brandunivamalg #14,6004007,6058.8,19,4
edu packbrand #8,7004008,6058.36,18,48
exportiexporti #2,3003002,6058.29,8,28
scholaramalgamalg #17,10015017,6057.48,18,1
amalgunivamalg #13,10001013,6057.09,17,43
univamalgamalg #10,4004001,6057.0,18,44
univunivamalg #10,9010010,6055.2,18,50
edu packimporto #2,2004002,6055.14,8,34
edu packunivamalg #8,9014008,6054.1,17,10
